"api","lib","label","num"
"mxnet.gluon.data.vision.transforms.ToTensor","mxnet","FE","2"
"mxnet.gluon.loss.L2Loss","mxnet","MT","1"
"mxnet.gluon.loss.SigmoidBCELoss","mxnet","MT","1"
"mxnet.gluon.loss.SoftmaxCELoss","mxnet","MT","1"
"mxnet.gluon.loss.SoftmaxCrossEntropyLoss","mxnet","MT","2"
"mxnet.gluon.model_zoo.vision.densenet161","mxnet","MT","1"
"mxnet.gluon.model_zoo.vision.mobilenet_v2_1_0","mxnet","MT","1"
"mxnet.gluon.nn.BatchNorm","mxnet","MT","1"
"mxnet.gluon.nn.Conv2D","mxnet","FE","2"
"mxnet.gluon.nn.Dense","mxnet","MT","5"
"mxnet.gluon.nn.Dropout","mxnet","MT","3"
"mxnet.gluon.nn.Flatten","mxnet","MT","1"
"mxnet.gluon.nn.GlobalAvgPool2D","mxnet","MT","1"
"mxnet.gluon.nn.GlobalMaxPool2D","mxnet","MT","1"
"mxnet.gluon.nn.HybridSequential","mxnet","FE","2"
"mxnet.gluon.nn.LeakyReLU","mxnet","MT","1"
"mxnet.gluon.nn.MaxPool2D","mxnet","MT","1"
"mxnet.gluon.Trainer","mxnet","MT","15"
"mxnet.gluon.utils.split_and_load","mxnet","DCO","3"
"mxnet.gpu","mxnet","MT","18"
"mxnet.image.astype","mxnet","FE","1"
"mxnet.image.BrightnessJitterAug","mxnet","FE","1"
"mxnet.image.fixed_crop","mxnet","FE","8"
"mxnet.image.HorizontalFlipAug","mxnet","FE","1"
"mxnet.image.imdecode","mxnet","FE","11"
"mxnet.image.imread","mxnet","DCO","2"
"mxnet.image.imresize","mxnet","FE","1"
"mxnet.init.Normal","mxnet","MT","1"
"mxnet.init.Xavier","mxnet","MT","3"
"mxnet.initializer.Uniform","mxnet","MT","1"
"mxnet.io.ImageRecordIter","mxnet","DCO","1"
"mxnet.io.NDArrayIter","mxnet","MT","1"
"mxnet.lr_scheduler.FactorScheduler","mxnet","MT","1"
"mxnet.metric.Accuracy","mxnet","ME","1"
"mxnet.metric.Loss","mxnet","MT","1"
"mxnet.mod.Module","mxnet","MT","1"
"mxnet.mod.Module.load","mxnet","MT","1"
"mxnet.model.load_checkpoint","mxnet","MT","1"
"mxnet.nd.arange","mxnet","FE","1"
"mxnet.nd.argmax","mxnet","FE","1"
"mxnet.nd.array","mxnet","FE","17"
"mxnet.nd.image.normalize","mxnet","FE","8"
"mxnet.nd.image.to_tensor","mxnet","FE","9"
"mxnet.nd.mean","mxnet","FE","8"
"mxnet.nd.sigmoid","mxnet","MT","1"
"mxnet.nd.softmax","mxnet","MT","1"
"mxnet.nd.waitall","mxnet","MT","1"
"mxnet.optimizer.create","mxnet","MT","1"
"mxnet.optimizer.RMSProp","mxnet","MT","1"
"mxnet.recordio.IRHeader","mxnet","DC","1"
"mxnet.recordio.pack_img","mxnet","DC","1"
"networkx.algorithms.community.asyn_lpa_communities","networkx","MT","1"
"networkx.algorithms.community.best_partition","networkx","MT",
"networkx.betweenness_centrality","networkx","MT",
"networkx.circular_layout","networkx","MT","1"
"networkx.connected_components","networkx","MT","5"
"networkx.degree","networkx","MT","1"
"networkx.degree_centrality","networkx","MT",
"networkx.DiGraph","networkx","MT",
"networkx.draw","networkx","MT","7"
"networkx.draw_circular","networkx","MT",
"networkx.draw_networkx","networkx","MT","1"
"networkx.draw_networkx_edges","networkx","MT","2"
"networkx.draw_networkx_edge_labels","networkx","MT","1"
"networkx.draw_networkx_labels","networkx","MT","2"
"networkx.draw_networkx_nodes","networkx","MT","2"
"networkx.draw_spring","networkx","MT","1"
"networkx.eulerian_circuit","networkx","MT","1"
"networkx.from_numpy_matrix","networkx","DCO","2"
"networkx.from_pandas_edgelist","networkx","DCO","7"
"networkx.from_scipy_sparse_matrix","networkx","DCO","1"
"networkx.get_edge_attributes","networkx","MT","3"
"networkx.get_node_attributes","networkx","MT","1"
"networkx.Graph","networkx","MT","12"
"networkx.max_weight_matching","networkx","MT","3"
"networkx.minimum_cycle_basis","networkx","MT","1"
"networkx.MultiGraph","networkx","MT","1"
"networkx.nodes","networkx","MT","1"
"networkx.number_connected_components","networkx","MT","1"
"networkx.pagerank_numpy","networkx","MT",
"networkx.readwrite.json_graph.node_link_data","networkx","DCO","1"
"networkx.relabel_nodes","networkx","MT","1"
"networkx.shell_layout","networkx","MT","1"
"networkx.shortest_path","networkx","MT","1"
"networkx.spring_layout","networkx","MT","3"
"neural_tangents.predict.gradient_descent_mse_ensemble","neural-tangents","MT","2"
"neural_tangents.stax.Dense","neural-tangents","MT","2"
"neural_tangents.stax.Erf","neural-tangents","MT","2"
"neural_tangents.stax.FanInSum","neural-tangents","MT","2"
"neural_tangents.stax.FanOut","neural-tangents","MT","2"
"neural_tangents.stax.Identity","neural-tangents","MT","2"
"neural_tangents.stax.parallel","neural-tangents","MT","2"
"neural_tangents.stax.serial","neural-tangents","MT","2"
"nibabel.load","nibabel","DCO","8"
"nibabel.Nifti1Image","nibabel","DCO",
"nibabel.orientations.axcodes2ornt","nibabel","FE","1"
"nibabel.orientations.ornt_transform","nibabel","FE","1"
"nilearn.connectome.ConnectivityMeasure","nilearn","FE",
"nilearn.datasets.fetch_atlas_aal","nilearn","DC",
"nilearn.datasets.fetch_atlas_allen_2011","nilearn","DC",
"nilearn.datasets.fetch_atlas_basc_multiscale_2015","nilearn","DC",
"nilearn.datasets.fetch_atlas_harvard_oxford","nilearn","DC",
"nilearn.datasets.fetch_atlas_msdl","nilearn","DC",
"nilearn.datasets.fetch_atlas_pauli_2017","nilearn","DC",
"nilearn.datasets.fetch_atlas_schaefer_2018","nilearn","DC",
"nilearn.datasets.fetch_atlas_smith_2009","nilearn","DC",
"nilearn.datasets.fetch_development_fmri","nilearn","DC",
"nilearn.datasets.fetch_haxby","nilearn","DC",
"nilearn.datasets.fetch_icbm152_2009","nilearn","DC",
"nilearn.datasets.fetch_neurovault_motor_task","nilearn","DC",
"nilearn.datasets.fetch_surf_fsaverage","nilearn","DC",
"nilearn.datasets.get_data_dirs","nilearn","DCO",
"nilearn.datasets.load_mni152_template","nilearn","DCO",
"nilearn.decomposition.DictLearning","nilearn","MT",
"nilearn.image.concat_imgs","nilearn","DC",
"nilearn.image.get_data","nilearn","DCO",
"nilearn.image.image.mean_img","nilearn","DCO",
"nilearn.image.index_img","nilearn","DCO",
"nilearn.image.iter_img","nilearn","DCO",
"nilearn.image.load_img","nilearn","DCO",
"nilearn.image.mean_img","nilearn","DCO",
"nilearn.image.new_img_like","nilearn","DCO",
"nilearn.image.reorder_img","nilearn","DCO","1"
"nilearn.image.resample_to_img","nilearn","FE","1"
"nilearn.input_data.NiftiLabelsMasker","nilearn","FE",
"nilearn.masking.apply_mask","nilearn","FE",
"nilearn.masking.compute_epi_mask","nilearn","FE",
"nilearn.plotting.cm.alpha_cmap","nilearn","Plot",
"nilearn.plotting.find_probabilistic_atlas_cut_coords","nilearn","DC",
"nilearn.plotting.find_xyz_cut_coords","nilearn","DC",
"nilearn.plotting.plot_anat","nilearn","DC",
"nilearn.plotting.plot_connectome","nilearn","DC",
"nilearn.plotting.plot_epi","nilearn","DC",
"nilearn.plotting.plot_glass_brain","nilearn","DC",
"nilearn.plotting.plot_img","nilearn","DC",
"nilearn.plotting.plot_matrix","nilearn","DC",
"nilearn.plotting.plot_prob_atlas","nilearn","DC",
"nilearn.plotting.plot_roi","nilearn","DC",
"nilearn.plotting.plot_stat_map","nilearn","DC","1"
"nilearn.plotting.plot_surf_stat_map","nilearn","DC",
"nilearn.plotting.show","nilearn","DC",
"nilearn.plotting.view_img","nilearn","DC",
"nilearn.plotting.view_img_on_surf","nilearn","DC",
"nilearn.plotting.view_surf","nilearn","DC",
"nilearn.regions.RegionExtractor","nilearn","FE",
"nlpaug.augmenter.audio.CropAug","nlpaug","FE","2"
"nlpaug.augmenter.audio.LoudnessAug","nlpaug","FE","2"
"nlpaug.augmenter.audio.MaskAug","nlpaug","FE","2"
"nlpaug.augmenter.audio.ShiftAug","nlpaug","FE","2"
"nlpaug.augmenter.audio.SpeedAug","nlpaug","FE","2"
"nlpaug.augmenter.sentence.ContextualWordEmbsForSentenceAug","nlpaug","FE","1"
"nlpaug.augmenter.word.ContextualWordEmbsAug","nlpaug","FE","4"
"nlpaug.augmenter.word.RandomWordAug","nlpaug","FE","1"
"nlpaug.augmenter.word.TfIdfAug","nlpaug","FE","1"
"nlpaug.augmenter.word.WordEmbsAug","nlpaug","FE","3"
"nlpaug.model.word_stats.TfIdf","nlpaug","MT","1"
"nltk.bigrams","nltk","DC","9"
"nltk.chunk.conlltags2tree","nltk","MT","1"
"nltk.classify.accuracy","nltk","ME","2"
"nltk.classify.apply_features","nltk","MT","1"
"nltk.classify.NaiveBayesClassifier.train","nltk","MT","1"
"nltk.classify.scikitlearn.SklearnClassifier","nltk","MT","1"
"nltk.cluster.KMeansClusterer","nltk","FE","1"
"nltk.collocations.BigramAssocMeasures","nltk","MT","1"
"nltk.corpus.append","nltk","DCL","1"
"nltk.corpus.brown.categories","nltk","DCL","1"
"nltk.corpus.brown.sents","nltk","DCL","1"
"nltk.corpus.brown.words","nltk","DCL","1"
"nltk.corpus.cmudict.dict","nltk","DCL","3"
"nltk.corpus.reuters.fileids","nltk","DCL","1"
"nltk.corpus.sentiwordnet.senti_synset","nltk","DCL","1"
"nltk.corpus.stopwords","nltk","DCL","1"
"nltk.corpus.stopwords.join","nltk","DCL","1"
"nltk.corpus.stopwords.keys","nltk","DCL","1"
"nltk.corpus.stopwords.sort_values","nltk","DCL","1"
"nltk.corpus.stopwords.union","nltk","DCL","23"
"nltk.corpus.stopwords.words","nltk","DCO","1012"
"nltk.corpus.wordnet.synset","nltk","DCL","1"
"nltk.corpus.wordnet.synsets","nltk","DCL","10"
"nltk.corpus.wordnet.words","nltk","DCL","1"
"nltk.corpus.wordnet_ic.ic","nltk","DCL","1"
"nltk.corpus.words.nltk.corpus.words","nltk","DCL","3"
"nltk.corpus.words.words","nltk","DCL","4"
"nltk.data.load","nltk","DCO","4"
"nltk.data.path.append","nltk","DCO","1"
"nltk.download","nltk","DCO","257"
"nltk.everygrams","nltk","DCL","1"
"nltk.FreqDist","nltk","FE","36"
"nltk.jaccard_distance","nltk","FE","2"
"nltk.load","nltk","DCO","1"
"nltk.NaiveBayesClassifier.train","nltk","MT","2"
"nltk.ngrams","nltk","DCL","9"
"nltk.porter.PorterStemmer","nltk","FE","1"
"nltk.PorterStemmer","nltk","FE","14"
"nltk.pos_tag","nltk","DCL","61"
"nltk.pos_tag_sents","nltk","DCL","1"
"nltk.probability.FreqDist","nltk","FE","25"
"nltk.RegexpParser","nltk","FE","4"
"nltk.RegexpTokenizer","nltk","FE","1"
"nltk.regexp_tokenize","nltk","FE","2"
"nltk.sentiment.SentimentIntensityAnalyzer","nltk","FE","1"
"nltk.sentiment.vader.SentimentIntensityAnalyzer","nltk","FE","38"
"nltk.sent_tokenize","nltk","FE","33"
"nltk.SnowballStemmer","nltk","FE","7"
"nltk.stem.lancaster.LancasterStemmer","nltk","FE","27"
"nltk.stem.LancasterStemmer","nltk","FE","5"
"nltk.stem.porter.PorterStemmer","nltk","FE","126"
"nltk.stem.PorterStemmer","nltk","DCL","150"
"nltk.stem.snowball.RussianStemmer","nltk","FE","1"
"nltk.stem.snowball.SnowballStemmer","nltk","FE","51"
"nltk.stem.SnowballStemmer","nltk","FE","87"
"nltk.stem.SnowballStemmer.stem","nltk","FE","2"
"nltk.stem.wordnet.WordNetLemmatizer","nltk","FE","43"
"nltk.stem.WordNetLemmatizer","nltk","FE","328"
"nltk.tag.ClassifierBasedTagger","nltk","DCL","1"
"nltk.tag.pos_tag","nltk","DCL","6"
"nltk.tag.util.untag","nltk","DCL","1"
"nltk.tokenize","nltk","DCL","1"
"nltk.tokenize.casual.TweetTokenizer","nltk","DCL","2"
"nltk.tokenize.RegexpTokenizer","nltk","DCL","90"
"nltk.tokenize.regexp_tokenize","nltk","DCL","2"
"nltk.tokenize.sent_nltk.tokenize","nltk","DCL","6"
"nltk.tokenize.sent_tokenize","nltk","DCL","48"
"nltk.tokenize.SpaceTokenizer","nltk","DCL","1"
"nltk.tokenize.toktok.ToktokTokenizer","nltk","DCL","10"
"nltk.tokenize.treebank.TreebankWordDetokenizer","nltk","DCL","2"
"nltk.tokenize.treebank.TreebankWordTokenizer","nltk","FE","32"
"nltk.tokenize.TreebankWordTokenizer","nltk","FE","16"
"nltk.tokenize.TweetTokenizer","nltk","DCL","76"
"nltk.tokenize.WhitespaceTokenizer","nltk","DCL","17"
"nltk.tokenize.WordPunctTokenizer","nltk","DCL","24"
"nltk.tokenize.wordpunct_tokenize","nltk","DCL","3"
"nltk.tokenize.word_nltk.tokenize","nltk","DCL","2"
"nltk.tokenize.word_tokenize","nltk","DCL","289"
"nltk.trigrams","nltk","DCL","4"
"nltk.TweetTokenizer","nltk","DCL","3"
"nltk.util.ngrams","nltk","DCL","12"
"nltk.wordnet.WordNetLemmatizer","nltk","FE","4"
"nltk.WordNetLemmatizer","nltk","FE","37"
"nltk.WordPunctTokenizer","nltk","DCL","3"
"nltk.word_tokenize","nltk","DCL","154"
"numpy.abs","numpy","DCL","872"
"numpy.absolute","numpy","DCL","45"
"numpy.add","numpy","DCL","48"
"numpy.add.accumulate","numpy","DCL","3"
"numpy.add.reduce","numpy","DCL","4"
"numpy.all","numpy","DCL","102"
"numpy.allclose","numpy","DCL","10"
"numpy.alltrue","numpy","DCL","1"
"numpy.amax","numpy","DCL","75"
"numpy.amin","numpy","DCL","36"
"numpy.angle","numpy","DCL","2"
"numpy.any","numpy","DCL","86"
"numpy.append","numpy","DCL","310"
"numpy.apply_along_axis","numpy","DCL","20"
"numpy.arange","numpy","DCL","2181"
"numpy.arccos","numpy","DCL","7"
"numpy.arcsin","numpy","DCL","68"
"numpy.arctan","numpy","DCL","11"
"numpy.arctan2","numpy","DCL","87"
"numpy.arctanh","numpy","DCL","1"
"numpy.argmax","numpy","DCL","1794"
"numpy.argmin","numpy","DCL","212"
"numpy.argpartition","numpy","DCL","11"
"numpy.argsort","numpy","DCL","455"
"numpy.argwhere","numpy","DCL","112"
"numpy.around","numpy","DCL","111"
"numpy.array","numpy","DCO","4984"
"numpy.array2string","numpy","DCL","1"
"numpy.array_equal","numpy","DCL","27"
"numpy.array_split","numpy","DCL","68"
"numpy.asanyarray","numpy","DCL","5"
"numpy.asarray","numpy","DCL","1540"
"numpy.ascontiguousarray","numpy","DCL","35"
"numpy.asfortranarray","numpy","DCL","1"
"numpy.asmatrix","numpy","DCL","4"
"numpy.asscalar","numpy","DCL","2"
"numpy.atleast_1d","numpy","DCL","1"
"numpy.atleast_2d","numpy","DCL","3"
"numpy.average","numpy","DCL","337"
"numpy.base_repr","numpy","DCL",
"numpy.binary_repr","numpy","DCL","1"
"numpy.bincount","numpy","DCL","45"
"numpy.bitwise_and","numpy","DCL","1"
"numpy.bitwise_or","numpy","DCL","8"
"numpy.bool","numpy","DCL","1"
"numpy.broadcast","numpy","DCL",
"numpy.broadcast_to","numpy","DCL","3"
"numpy.busday_count","numpy","DCL","1"
"numpy.cbrt","numpy","DCL","2"
"numpy.ceil","numpy","DCL","292"
"numpy.char.add","numpy","DCL","24"
"numpy.char.not_equal","numpy","DCL","2"
"numpy.char.split","numpy","DCL","1"
"numpy.clip","numpy","DCL","694"
"numpy.column_stack","numpy","DCL","91"
"numpy.concatenate","numpy","DC","1978"
"numpy.conj","numpy","DCL",
"numpy.conjugate","numpy","DCL","1"
"numpy.convolve","numpy","DCL","4"
"numpy.copy","numpy","DCL","181"
"numpy.copyto","numpy","DCL","1"
"numpy.core.defchararray.replace","numpy","DCL","1"
"numpy.corrcoef","numpy","FE","201"
"numpy.correlate","numpy","DCL","2"
"numpy.cos","numpy","DCL","272"
"numpy.cosh","numpy","DCL","4"
"numpy.count_nonzero","numpy","DCL","88"
"numpy.cov","numpy","DCL","14"
"numpy.cross","numpy","DCL","6"
"numpy.cumsum","numpy","DCL","168"
"numpy.c_.astype","numpy","DCL","1"
"numpy.c_.flatten","numpy","DCL","1"
"numpy.c_.T.astype","numpy","DCL","1"
"numpy.c_.transpose","numpy","DCL","1"
"numpy.datetime64","numpy","DCL","11"
"numpy.deg2rad","numpy","DCL","14"
"numpy.degrees","numpy","DCL","6"
"numpy.delete","numpy","DCL","118"
"numpy.diag","numpy","DCL","23"
"numpy.diagonal","numpy","DCL","8"
"numpy.diag_indices","numpy","DCL","1"
"numpy.diag_indices_from","numpy","DCO","2"
"numpy.diff","numpy","DCL","254"
"numpy.digitize","numpy","DCL","33"
"numpy.divide","numpy","DCL","60"
"numpy.divmod","numpy","DCL","1"
"numpy.dot","numpy","DCL","101"
"numpy.double","numpy","DCL","1"
"numpy.dstack","numpy","DCL","29"
"numpy.dtype","numpy","DCL","32"
"numpy.ediff1d","numpy","DCL","1"
"numpy.einsum","numpy","DCL",
"numpy.empty","numpy","DCL","336"
"numpy.empty_like","numpy","DCL","33"
"numpy.equal","numpy","DCL","7"
"numpy.errstate","numpy","DCL","3"
"numpy.exp","numpy","DCL","514"
"numpy.exp2","numpy","DCL","4"
"numpy.expand_dims","numpy","FE","599"
"numpy.expm1","numpy","DCL","471"
"numpy.eye","numpy","DCL","49"
"numpy.fabs","numpy","DCL","4"
"numpy.fft.fft","numpy","DCL","48"
"numpy.fft.fft2","numpy","DCL","4"
"numpy.fft.fftfreq","numpy","DCL","6"
"numpy.fft.fftshift","numpy","DCL","5"
"numpy.fft.ifft","numpy","DCL","3"
"numpy.fft.ifft2","numpy","DCL","2"
"numpy.fft.ifftshift","numpy","DCL","1"
"numpy.fft.irfft","numpy","DCL",
"numpy.fft.rfft","numpy","DCL","4"
"numpy.fft.rfftfreq","numpy","DCL","1"
"numpy.fill_diagonal","numpy","DCL","7"
"numpy.finfo","numpy","DCL","761"
"numpy.flatnonzero","numpy","DCL","13"
"numpy.flip","numpy","DCL","34"
"numpy.fliplr","numpy","DCL","14"
"numpy.flipud","numpy","DCL","33"
"numpy.float","numpy","DCL","13"
"numpy.float16","numpy","DCL","9"
"numpy.float32","numpy","DCL","102"
"numpy.float64","numpy","DCL","3"
"numpy.floor","numpy","DCL","550"
"numpy.fmax","numpy","DCL","4"
"numpy.frombuffer","numpy","DCO","7"
"numpy.fromfile","numpy","DCO","6"
"numpy.fromfunction","numpy","DCO","1"
"numpy.fromiter","numpy","DCL","3"
"numpy.frompyfunc","numpy","DCL","2"
"numpy.fromstring","numpy","DCO","88"
"numpy.full","numpy","DCL","126"
"numpy.full_like","numpy","DCL","9"
"numpy.genfromtxt","numpy","DCO","7"
"numpy.geomspace","numpy","DCL","1"
"numpy.gradient","numpy","DCL","13"
"numpy.greater","numpy","DCL","2"
"numpy.hanning","numpy","DCL","8"
"numpy.histogram","numpy","DCL","119"
"numpy.histogram2d","numpy","DCL","1"
"numpy.histogram_bin_edges","numpy","DCL","3"
"numpy.hsplit","numpy","DCL","2"
"numpy.hstack","numpy","DCL","350"
"numpy.hypot","numpy","DCL","20"
"numpy.identity","numpy","DCL","14"
"numpy.iinfo","numpy","DCL","759"
"numpy.imag","numpy","DCL","44"
"numpy.in1d","numpy","DCL","10"
"numpy.indices","numpy","DCL","15"
"numpy.inner","numpy","DCL","2"
"numpy.insert","numpy","DCL","41"
"numpy.int","numpy","DCL","43"
"numpy.int0","numpy","DCL","2"
"numpy.int16","numpy","DCL","40"
"numpy.int32","numpy","DCL","49"
"numpy.int64","numpy","DCL","8"
"numpy.int8","numpy","DCL","4"
"numpy.interp","numpy","DCL","12"
"numpy.intersect1d","numpy","DCL","121"
"numpy.invert","numpy","DCL","11"
"numpy.isclose","numpy","DCL","11"
"numpy.isfinite","numpy","DCL","111"
"numpy.isin","numpy","DCL","35"
"numpy.isinf","numpy","DCL","15"
"numpy.isnan","numpy","DCL","192"
"numpy.isnat","numpy","DCL","1"
"numpy.isscalar","numpy","DCL","2"
"numpy.issubdtype","numpy","DCL","22"
"numpy.lexsort","numpy","DCL","3"
"numpy.linalg.cond","numpy","DCL","1"
"numpy.linalg.det","numpy","DCL","3"
"numpy.linalg.eig","numpy","DCL","14"
"numpy.linalg.eigh","numpy","DCL","3"
"numpy.linalg.inv","numpy","DCL","21"
"numpy.linalg.lstsq","numpy","DCL","70"
"numpy.linalg.norm","numpy","FE","121"
"numpy.linalg.pinv","numpy","DCL","8"
"numpy.linalg.slogdet","numpy","DCL","1"
"numpy.linalg.solve","numpy","DCL","6"
"numpy.linalg.svd","numpy","DCL","8"
"numpy.linspace","numpy","DCL","479"
"numpy.load","numpy","DCO","260"
"numpy.loadtxt","numpy","DCO","23"
"numpy.log","numpy","DCL","1113"
"numpy.log10","numpy","DCL","63"
"numpy.log1p","numpy","DCL","762"
"numpy.log2","numpy","DCL","121"
"numpy.logical_and","numpy","DCL","133"
"numpy.logical_and.reduce","numpy","DCL","1"
"numpy.logical_not","numpy","DCL","10"
"numpy.logical_or","numpy","DCL","71"
"numpy.logical_xor","numpy","DCL","9"
"numpy.logspace","numpy","DCL","56"
"numpy.long","numpy","DCL","1"
"numpy.ma.array","numpy","DCL","1"
"numpy.ma.average","numpy","DCL","4"
"numpy.ma.concatenate","numpy","DCL","1"
"numpy.ma.count","numpy","DCL","1"
"numpy.ma.cov","numpy","DCL","1"
"numpy.ma.filled","numpy","DCL","1"
"numpy.ma.masked_array","numpy","DCL","2"
"numpy.ma.masked_equal","numpy","DCL","1"
"numpy.ma.masked_where","numpy","DCL","2"
"numpy.ma.mask_or","numpy","DCL",
"numpy.ma.size","numpy","DCL","1"
"numpy.mat","numpy","DCL","6"
"numpy.matlib.repeat","numpy","DCL","1"
"numpy.matlib.repmat","numpy","DCL","44"
"numpy.matmul","numpy","DCL","24"
"numpy.matrix","numpy","DCL","7"
"numpy.max","numpy","DCL","860"
"numpy.maximum","numpy","DCL","310"
"numpy.maximum.accumulate","numpy","DCL","1"
"numpy.mean","numpy","DCL","3548"
"numpy.median","numpy","DCL","201"
"numpy.memmap","numpy","DCL","3"
"numpy.meshgrid","numpy","DCL","22"
"numpy.min","numpy","DCL","629"
"numpy.minimum","numpy","DCL","143"
"numpy.mod","numpy","DCL","10"
"numpy.moveaxis","numpy","FE","123"
"numpy.multiply","numpy","DCL","70"
"numpy.nanargmin","numpy","DCL","1"
"numpy.nanmax","numpy","DCL","13"
"numpy.nanmean","numpy","DCL","44"
"numpy.nanmedian","numpy","DCL","19"
"numpy.nanmin","numpy","DCL","12"
"numpy.nanpercentile","numpy","DCL","16"
"numpy.nanquantile","numpy","DCL","2"
"numpy.nanstd","numpy","DCL","7"
"numpy.nansum","numpy","DCL","16"
"numpy.nanvar","numpy","DCL","2"
"numpy.nan_to_num","numpy","DCL","44"
"numpy.ndarray","numpy","DCL","53"
"numpy.ndenumerate","numpy","DCL","10"
"numpy.ndim","numpy","DCL","9"
"numpy.ndindex","numpy","DCL","7"
"numpy.nonzero","numpy","DCL","114"
"numpy.not_equal","numpy","DCL",
"numpy.ones","numpy","DCL","937"
"numpy.ones_like","numpy","DCL","130"
"numpy.outer","numpy","DCL","49"
"numpy.pad","numpy","DCL","113"
"numpy.partition","numpy","DCL","2"
"numpy.percentile","numpy","DCL","309"
"numpy.poly1d","numpy","DCL","5"
"numpy.polyfit","numpy","DCL","15"
"numpy.polyval","numpy","DCL","1"
"numpy.power","numpy","DCL","234"
"numpy.printoptions","numpy","DCL","1"
"numpy.prod","numpy","DCL","43"
"numpy.product","numpy","DCL","9"
"numpy.ptp","numpy","DCL","8"
"numpy.put","numpy","DCL","5"
"numpy.quantile","numpy","DCL","173"
"numpy.radians","numpy","DCL","74"
"numpy.random.beta","numpy","DCL","61"
"numpy.random.binomial","numpy","DCL","9"
"numpy.random.choice","numpy","DCL","452"
"numpy.random.default_rng","numpy","DCL","5"
"numpy.random.dirichlet","numpy","DCL","5"
"numpy.random.geometric","numpy","ME","1"
"numpy.random.get_state","numpy","DCL","1"
"numpy.random.multivariate_normal","numpy","FE","2"
"numpy.random.normal","numpy","FE","418"
"numpy.random.permutation","numpy","FE","327"
"numpy.random.poisson","numpy","DCL","2"
"numpy.random.rand","numpy","DCL","150"
"numpy.random.randint","numpy","DCL","526"
"numpy.random.randn","numpy","DCL","54"
"numpy.random.random","numpy","DCL","36"
"numpy.random.RandomState","numpy","DCL","56"
"numpy.random.random_integers","numpy","DCL","2"
"numpy.random.random_sample","numpy","DCL","20"
"numpy.random.sample","numpy","DCL","1"
"numpy.random.seed","numpy","DCL","2867"
"numpy.random.shuffle","numpy","DCL","341"
"numpy.random.standard_normal","numpy","FE","1"
"numpy.random.uniform","numpy","FE","123"
"numpy.rate","numpy","DCL","1"
"numpy.ravel","numpy","DCL","79"
"numpy.ravel_multi_index","numpy","DCL","9"
"numpy.real","numpy","DCL","49"
"numpy.rec.fromarrays","numpy","DCO","50"
"numpy.reciprocal","numpy","DCL","1"
"numpy.repeat","numpy","DCL","99"
"numpy.require","numpy","DCL","37"
"numpy.reshape","numpy","FE","222"
"numpy.resize","numpy","DCL","10"
"numpy.rint","numpy","DCL","49"
"numpy.roll","numpy","DCL","33"
"numpy.rollaxis","numpy","DCL","10"
"numpy.roots","numpy","DCL","1"
"numpy.rot90","numpy","DCL","57"
"numpy.round","numpy","DCL","952"
"numpy.round_","numpy","DCL","2"
"numpy.row_stack","numpy","DCL","8"
"numpy.r_.astype","numpy","DCL","1"
"numpy.save","numpy","DCL","259"
"numpy.savetxt","numpy","DCL","84"
"numpy.savez","numpy","DCL","4"
"numpy.savez_compressed","numpy","DCL","14"
"numpy.searchsorted","numpy","DCL","23"
"numpy.select","numpy","DCL","26"
"numpy.setdiff1d","numpy","DCL","74"
"numpy.seterr","numpy","DCL","40"
"numpy.setxor1d","numpy","DCL","4"
"numpy.set_printoptions","numpy","DCL","158"
"numpy.shape","numpy","DCL","210"
"numpy.sign","numpy","DCL","39"
"numpy.sin","numpy","DCL","269"
"numpy.sinh","numpy","DCL","3"
"numpy.size","numpy","DCL","19"
"numpy.sort","numpy","DCL","397"
"numpy.split","numpy","DCL","63"
"numpy.sqrt","numpy","DCL","1803"
"numpy.square","numpy","DCL","312"
"numpy.squeeze","numpy","DCL","224"
"numpy.stack","numpy","DCL","1043"
"numpy.std","numpy","DCL","733"
"numpy.str","numpy","DCL","2"
"numpy.subtract","numpy","DCL","51"
"numpy.sum","numpy","FE","1402"
"numpy.swapaxes","numpy","DCL","12"
"numpy.take","numpy","DCL","14"
"numpy.take_along_axis","numpy","DCL","3"
"numpy.tan","numpy","DCL","9"
"numpy.tanh","numpy","DCL","42"
"numpy.tensordot","numpy","DCL","4"
"numpy.tile","numpy","DCL","56"
"numpy.timedelta64","numpy","DCL","14"
"numpy.trace","numpy","DCL","6"
"numpy.transpose","numpy","FE","223"
"numpy.trapz","numpy","DCL","9"
"numpy.tri","numpy","DCL","2"
"numpy.tril","numpy","DCL","17"
"numpy.tril_indices_from","numpy","DCL","7"
"numpy.trim_zeros","numpy","DCL","2"
"numpy.triu","numpy","DCL","190"
"numpy.triu_indices","numpy","DCL","10"
"numpy.triu_indices_from","numpy","DCL","85"
"numpy.true_divide","numpy","DCL","2"
"numpy.uint16","numpy","DCL","4"
"numpy.uint32","numpy","DCL","1"
"numpy.uint8","numpy","DCL","59"
"numpy.union1d","numpy","DCL","8"
"numpy.unique","numpy","DCL","1035"
"numpy.unravel_index","numpy","DCL","20"
"numpy.unwrap","numpy","DCL","1"
"numpy.var","numpy","DCL","69"
"numpy.vectorize","numpy","DCL","86"
"numpy.vsplit","numpy","DCL","1"
"numpy.vstack","numpy","FE","710"
"numpy.warnings.filterwarnings","numpy","DCL","9"
"numpy.where","numpy","DCL","1555"
"numpy.zeros","numpy","DCL","5124"
